dispute_id,variation_type,status,expected_network,actual_network,network_match,expected_category,actual_category,category_match,expected_code,actual_code,code_match,confidence,reasoning,description
gen_amex_A08_ambiguous,ambiguous,FAIL,amex,amex,True,general,general,True,A08,A02,False,0.9,"Category: The dispute description indicates confusion about a transaction that did not go through, but does not explicitly mention fraud, unauthorized charges, or issues related to receiving goods or services. Therefore, it fits best in the general category. | Code: The dispute description indicates that the transaction did not go through at checkout, which suggests that there was no valid authorization for the charge. This aligns closely with reason code A02, which specifically addresses situations where a transaction lacks valid authorization.","I was at the checkout, and something unexpected happened. The transaction didn't go through, and I was left standing there, unsure of what to do next. It was quite puzzling, and I hope you can shed some light on this situation. (Network: Amex)"
gen_amex_C04_emotional,emotional,FAIL,amex,amex,True,credit_not_processed,credit_not_processed,True,C04,C02,False,0.95,"Category: The user is expressing frustration about not receiving their money back after returning an item, indicating that they expect a refund that has not been processed. | Code: The customer is expressing frustration about not receiving their money back after returning an item. The dispute clearly indicates that a credit was expected but has not been processed, making 'Credit Not Processed' (C02) the most appropriate reason code.",I RETURNED IT! WHERE'S MY MONEY? FIX THIS NOW! 😡 (Network: Amex)
gen_amex_C04_narrative,narrative,FAIL,amex,amex,True,credit_not_processed,credit_not_processed,True,C04,C02,False,0.95,"Category: The user returned a blender and followed all return instructions but has not received a refund after two weeks, indicating a failure to process the credit. | Code: The customer has returned a product and is inquiring about a refund that has not yet been processed. The description indicates that the return was completed correctly, but the refund has not appeared on their card, which directly aligns with the reason code C02: Credit Not Processed.","Hello there, I hope you're having a wonderful day. I recently returned a blender I bought online because it wasn't quite what I expected. I followed all the return instructions to the letter, even made sure to get a tracking number. It's been over two weeks now, and I still haven't seen the refund on my card. I understand these things can take time, but I'm starting to get a bit worried. Could you please look into this for me? Thank you so much for your help! (Network: Amex)"
gen_amex_C28_narrative,narrative,PASS,amex,amex,True,subscription_canceled,subscription_canceled,True,C28,C28,True,0.95,"Category: The cardholder mentions canceling a service but is still seeing a charge, indicating they believe they should not have been billed after cancellation. | Code: The customer mentioned that they had canceled a service, yet a charge still appeared on their statement. This directly aligns with the reason code C28, which pertains to canceled recurring billing. The high confidence score reflects the clear indication of a cancellation and the unexpected charge.","Hello, I hope this message finds you well. I recently noticed a charge on my Amex card that I wasn't expecting. It was a bit of a surprise, especially since I had a lovely morning with my family, enjoying breakfast and planning our weekend. I distinctly remember canceling this service a while back, and I'm quite puzzled as to why it's still appearing on my statement. Could you please look into this for me? Thank you so much for your assistance. (Network: Amex)"
gen_amex_C04_ambiguous,ambiguous,FAIL,amex,amex,True,credit_not_processed,credit_not_processed,True,C04,C02,False,0.95,"Category: The user is inquiring about a pending issue related to their account after returning an item, indicating they expect a refund or credit that has not yet been processed. | Code: The dispute indicates that the user believes they have returned an item and expected a credit to be processed on their account. Since they are inquiring about the status of this credit, it aligns directly with the reason code C02, which specifically addresses situations where a credit has not been processed.","I thought everything was sorted after our last chat, but it seems like there's still something pending on my account. I remember sending back the item as we discussed, and I was under the impression that everything was in order. Could you check if there's anything else I need to do on my end? (Network: Amex)"
gen_amex_C18_emotional,emotional,FAIL,amex,amex,True,general,product_not_received,False,C18,C08,False,0.95,"Category: The cardholder is inquiring about a copy they requested weeks ago, indicating they have not received it. | Code: The dispute description indicates that the customer is inquiring about a missing copy of a product or service they ordered, which aligns with the reason code C08 for goods/services not received. The urgency in the customer's message suggests they have not received what they expected, making this code the most appropriate choice.",WHERE'S MY COPY? I ASKED WEEKS AGO! FIX THIS NOW! (Network: Amex)
gen_amex_A08_narrative,narrative,FAIL,amex,amex,True,general,unrecognized,False,A08,A02,False,0.9,"Category: The cardholder is confused about why their Amex card was declined despite having checked their balance, indicating a lack of understanding about the transaction status rather than a claim of fraud or unauthorized use. | Code: The dispute involves a situation where the user's Amex card was declined during a transaction, which suggests that there was no valid authorization for the charge at that moment. This aligns closely with reason code A02, indicating that the card was not authorized for the transaction despite the user believing their balance was sufficient.","Hello, I hope this message finds you well. I had quite an eventful day yesterday. I started with a lovely breakfast at my favorite café, and then I went shopping for some essentials. However, when I tried to use my Amex card at the store, it was unexpectedly declined. I was quite surprised because I had checked my balance earlier, and everything seemed fine. Could you please help me understand why this happened? Thank you so much for your assistance. (Network: Amex)"
gen_amex_C28_ambiguous,ambiguous,FAIL,amex,amex,True,subscription_canceled,general,False,C28,R03,False,0.85,"Category: The dispute description indicates confusion about ongoing issues but does not specify any unauthorized transactions, non-receipt of goods, or any other specific complaint that fits the other categories. Therefore, it falls under 'general'. | Code: The dispute description indicates a lack of clarity or resolution regarding ongoing issues, suggesting that the merchant may not have provided sufficient information or response to previous inquiries. This aligns with the reason code R03, which pertains to insufficient replies.","I thought we were done with this, but it seems like things are still happening. Can you check what's going on? (Network: Amex)"
gen_amex_C18_narrative,narrative,FAIL,amex,amex,True,general,product_not_received,False,C18,C08,False,0.95,"Category: The cardholder is expressing concern about not receiving a document they requested, which indicates that they paid for a service or expected a delivery that has not arrived. | Code: The dispute description indicates that the user has not received a document they requested, which aligns with the reason code C08 for 'Goods/Services Not Received or Only Partially Received'. The user's concern about the delay in receiving the document further supports this selection.","Hi there, I hope you're having a good day. I was just thinking about how much I enjoy my morning coffee when I realized I still haven't received the document I requested from you. It's been quite some time, and I'm starting to get a bit concerned. Could you please look into this for me? Thank you so much! (Network: Amex)"
gen_amex_C18_ambiguous,ambiguous,FAIL,amex,amex,True,general,product_not_received,False,C18,C08,False,0.95,"Category: The cardholder is inquiring about an expected item that has not arrived, indicating they paid for something but did not receive it. | Code: The dispute clearly states that the user was expecting something in the mail that has not arrived, which directly aligns with the description of goods or services not being received. Therefore, C08 is the most appropriate reason code for this situation.","I was expecting something in the mail that hasn't shown up yet. It's been a while, and I'm not sure what happened. Could you check on this for me? (Network: Amex)"
gen_amex_C28_emotional,emotional,PASS,amex,amex,True,subscription_canceled,subscription_canceled,True,C28,C28,True,0.95,"Category: The user explicitly states they canceled a service but are still being charged, indicating a dispute related to a recurring subscription that was not properly terminated. | Code: The dispute clearly indicates that the user canceled their subscription but is still being charged, which directly aligns with the reason code C28 for Cancelled Recurring Billing. This code is appropriate as it addresses the issue of ongoing charges after a cancellation.",WHY am I STILL being charged?! I CANCELLED! FIX THIS NOW! (Network: Amex)
gen_amex_C08_narrative,narrative,PASS,amex,amex,True,product_not_received,product_not_received,True,C08,C08,True,0.95,"Category: The customer explicitly states that the package containing the kitchen knives never arrived, indicating they paid for goods but did not receive them. | Code: The dispute clearly states that the customer ordered kitchen knives but never received the package, which directly aligns with the reason code C08 for goods/services not received. The customer's efforts to check with neighbors and the local post office further confirm that the item was not delivered.","Hello, I hope this message finds you well. I recently ordered a set of kitchen knives from a website that seemed reputable. It was a sunny day, and I was excited to try out some new recipes. However, the package never arrived. I checked with my neighbors and even the local post office, but no luck. I was really looking forward to using them for a dinner party I had planned. Could you please help me resolve this issue? Thank you so much for your assistance. (Network: Amex)"
gen_amex_C08_emotional,emotional,PASS,amex,amex,True,product_not_received,product_not_received,True,C08,C08,True,0.95,"Category: The cardholder is expressing frustration about not receiving their order after payment, which directly indicates that they paid for goods or services but did not receive them. | Code: The dispute clearly states that the customer has not received their order after making a payment, which directly aligns with the description of reason code C08: 'Goods/Services Not Received or Only Partially Received'. This code is the most appropriate choice given the user's frustration about not receiving anything after payment.",WHERE'S MY ORDER?! I PAID AND GOT NOTHING! FIX THIS NOW! (Network: Amex)
gen_amex_C14_emotional,emotional,FAIL,amex,amex,True,duplicate,duplicate,True,C14,P08,False,0.95,"Category: The cardholder is questioning why they were charged twice for the same transaction, indicating a duplicate charge issue. | Code: The dispute clearly indicates that the user is questioning a charge that appears to be duplicated, as they mention being charged twice and having already paid. The reason code P08, which stands for 'Duplicate Charge', directly addresses this issue, making it the most appropriate choice.",WHY CHARGED TWICE? FIX THIS NOW! I PAID ALREADY! (Network: Amex)
gen_amex_C08_ambiguous,ambiguous,PASS,amex,amex,True,product_not_received,product_not_received,True,C08,C08,True,0.95,"Category: The cardholder expresses disappointment about something special they were eagerly waiting for, indicating that they expected to receive a product or service but did not, which aligns with the 'product_not_received' category. | Code: The dispute description indicates that the user was expecting a special item to arrive but was disappointed, suggesting that the goods were not received. The candidate reason code C08 specifically addresses situations where goods or services were not received or only partially received, making it the most appropriate choice for this dispute.","I was eagerly waiting for something special to arrive, but it seems like the excitement was short-lived. The anticipation was high, but the outcome was rather disappointing. I hope this can be sorted out soon. (Network: Amex)"
gen_amex_C14_narrative,narrative,FAIL,amex,amex,True,duplicate,duplicate,True,C14,P08,False,0.95,"Category: The cardholder is puzzled by a charge on their credit card for a meal they paid for in cash, indicating they were charged twice for the same transaction. | Code: The dispute involves a charge that the user believes is a duplicate of a payment they made in cash for the same meal. The description clearly indicates that the user paid by cash but later found a charge on their credit card for the same transaction, which aligns perfectly with the definition of a duplicate charge.","Hello, I hope this message finds you well. I recently had a lovely day out with my family, and we decided to have lunch at our favorite restaurant. I remember paying for the meal with cash because I had some extra on hand. However, when I checked my credit card statement later, I noticed a charge for the same meal. I'm a bit puzzled about this and would appreciate your help in resolving it. Thank you so much for your assistance! (Network: Amex)"
gen_amex_C05_emotional,emotional,FAIL,amex,amex,True,credit_not_processed,subscription_canceled,False,C05,C28,False,0.95,"Category: The dispute indicates that the order was cancelled but the cardholder was still charged, which aligns with the scenario of a canceled subscription that continues to incur charges. | Code: The dispute involves a cancelled order where the customer was still charged, which directly aligns with the description of 'Cancelled Recurring Billing'. This code is appropriate as it addresses situations where a subscription or recurring payment was supposed to be cancelled but was not, leading to an unauthorized charge.","CANCELLED ORDER, STILL CHARGED! FIX THIS NOW! UNACCEPTABLE! (Network: Amex)"
gen_amex_C14_ambiguous,ambiguous,FAIL,amex,amex,True,duplicate,unrecognized,False,C14,F24,False,0.85,"Category: The cardholder noticed something odd on their statement and is seeking help to sort it out, indicating they do not recognize the charge but have not explicitly claimed fraud or unauthorized activity. | Code: The dispute description indicates that the user believes they settled everything at the counter, suggesting a potential issue with authorization. The 'No Cardholder Authorization' code (F24) fits well as it implies that the charge may have been processed without proper authorization from the cardholder, which aligns with the user's confusion about the charge appearing on their statement.","I noticed something odd on my statement after my recent shopping trip. I remember settling everything at the counter, but it seems like there's a little hiccup. Could you help me sort this out? (Network: Amex)"
gen_amex_C05_narrative,narrative,FAIL,amex,amex,True,credit_not_processed,credit_not_processed,True,C05,C02,False,0.95,"Category: The customer canceled their order before the shipping date and received a confirmation, yet they were still charged, indicating that the refund was not processed. | Code: The customer canceled the order before the shipping date and received a confirmation of the cancellation, yet the charge still appeared on their credit card statement. This indicates that the credit for the canceled order was not processed, making 'C02: Credit Not Processed' the most appropriate reason code.","Hello there, I hope you're having a wonderful day. I recently ordered a set of kitchen knives from a store online, but due to a change in my plans, I had to cancel the order. I made sure to cancel it well before the shipping date, and I even received a confirmation email from the store. However, to my surprise, I noticed that the charge still appeared on my credit card statement. I was really looking forward to using those funds for a family dinner this weekend. Could you please help me resolve this issue? Thank you so much for your assistance. (Network: Amex)"
gen_amex_C32_narrative,narrative,PASS,amex,amex,True,product_unacceptable,product_unacceptable,True,C32,C32,True,0.95,"Category: The customer received glassware that was chipped and unusable, indicating that the product was defective or damaged upon arrival. | Code: The customer received glassware that was chipped and unusable, which clearly indicates that the goods were damaged or defective upon arrival. This situation aligns perfectly with the description of reason code C32, making it the most appropriate choice for this dispute.","Hello, I hope this message finds you well. I recently ordered a set of glassware from your store, and I was so excited to use them for my dinner party last weekend. Unfortunately, when I opened the package, I found that several pieces were chipped and unusable. It was quite disappointing, especially since I had planned everything so meticulously. I would appreciate your guidance on how to resolve this issue. Thank you for your assistance. (Network: Amex)"
gen_amex_C32_emotional,emotional,PASS,amex,amex,True,product_unacceptable,product_unacceptable,True,C32,C32,True,0.95,"Category: The customer is expressing dissatisfaction because their order arrived broken, indicating that the product was defective or damaged. | Code: The dispute clearly states that the order arrived broken, which indicates that the goods were damaged or defective upon arrival. Therefore, C32 is the most appropriate reason code as it directly addresses the issue of the product being damaged.",THIS IS UNACCEPTABLE! My order arrived BROKEN! FIX THIS NOW! (Network: Amex)
gen_amex_C05_ambiguous,ambiguous,FAIL,amex,amex,True,credit_not_processed,general,False,C05,A08,False,0.85,"Category: The dispute description indicates confusion about a transaction but does not explicitly claim fraud, non-receipt of goods, or any other specific issue that fits the other categories. It seems to be a general inquiry about a transaction status. | Code: The dispute indicates that there was a misunderstanding regarding the status of the transaction, suggesting that the authorization approval may have expired due to changes made by the user. This aligns with the A08 code, which pertains to situations where the authorization approval is no longer valid.","I thought everything was sorted out, but it seems like there's still a little hiccup with the recent transaction. I remember making some changes, and I was under the impression that everything was settled. Could you take a look and let me know what's going on? (Network: Amex)"
gen_amex_F14_ambiguous,ambiguous,FAIL,amex,amex,True,fraudulent,unrecognized,False,F14,P05,False,0.9,"Category: The cardholder noticed something odd on their statement and is asking for clarification about a potential oversight during their last purchase, which suggests they do not recognize the transaction details. | Code: The dispute description indicates that there was an oversight during the last purchase, suggesting that the charge amount may not match the expected amount. This aligns closely with the reason code P05, which pertains to an incorrect charge amount.",I noticed something odd on my statement. It seems like there was a little oversight during my last purchase. Could you check what might have gone amiss? (Network: Amex)
gen_amex_F14_emotional,emotional,FAIL,amex,amex,True,fraudulent,fraudulent,True,F14,F24,False,0.95,"Category: The cardholder is questioning a charge that they did not authorize, indicating a lack of consent for the transaction, which aligns with the definition of fraudulent disputes. | Code: The dispute indicates that the user was charged without their authorization, which directly aligns with the reason code F24: No Cardholder Authorization. This code is specifically for cases where a transaction is disputed because the cardholder did not authorize it, making it the most appropriate choice for this situation.",WHY was I charged without my OK? FIX THIS NOW! (Network: Amex)
gen_amex_C32_ambiguous,ambiguous,PASS,amex,amex,True,product_unacceptable,product_unacceptable,True,C32,C32,True,0.9,"Category: The customer expresses dissatisfaction with the item they received, indicating it did not meet their expectations and has issues since opening it, which aligns with the category of unacceptable products. | Code: The customer indicates that the item did not meet their expectations and has been 'off' since they first opened it, suggesting it may be defective or damaged. This aligns closely with the description of 'Goods/Services Damaged or Defective'.","I was really looking forward to using the item I purchased, but it seems like it didn't quite meet my expectations. I noticed something off when I first opened it, and it hasn't been quite right since. Could we discuss a possible solution? (Network: Amex)"
gen_amex_F10_narrative,narrative,FAIL,amex,amex,True,fraudulent,fraudulent,True,F10,F24,False,0.95,"Category: The cardholder explicitly states they did not authorize the transaction, indicating a potential case of fraud. | Code: The dispute description indicates that the cardholder does not recall making the charge and is certain they did not authorize the transaction. This aligns closely with the reason code F24, which is specifically for cases where there is no cardholder authorization for the transaction.","Hello, I hope this message finds you well. I was just going through my credit card statement while sipping my morning coffee, and I noticed something odd. There's a charge that I don't recall making. It's been a hectic week, with my cat getting into mischief and my car needing repairs, so I might have overlooked something. But I'm quite certain I didn't authorize this transaction. Could you please help me sort this out? Thank you so much for your assistance. (Network: Amex)"
gen_amex_F14_narrative,narrative,FAIL,amex,amex,True,fraudulent,fraudulent,True,F14,F24,False,0.9,"Category: The cardholder claims they do not recall authorizing the charge, indicating a potential unauthorized transaction, which fits the definition of fraudulent. | Code: The dispute description indicates that the cardholder does not recall authorizing the charge, which suggests a lack of authorization for the transaction. This aligns closely with the reason code F24: No Cardholder Authorization, as it implies that the charge was made without the cardholder's consent.","Hello, I hope this message finds you well. I recently noticed a charge on my Amex card that I don't recall authorizing. It was a busy day, and I was juggling a lot of errands, including picking up groceries and taking my dog to the vet. I usually keep track of my expenses, but this one slipped through the cracks. Could you please help me understand why this charge appeared? Thank you for your assistance. (Network: Amex)"
gen_amex_F10_emotional,emotional,FAIL,amex,amex,True,fraudulent,fraudulent,True,F10,F24,False,0.95,"Category: The cardholder explicitly states they did not make the charge and demands it be fixed, indicating a claim of unauthorized use of their card. | Code: The dispute indicates that the cardholder did not authorize the charge, which aligns with the description of 'No Cardholder Authorization'. This is a clear case of a fraudulent transaction where the cardholder claims they never made the charge.",WHY is there a charge I NEVER made?! FIX THIS NOW! (Network: Amex)
gen_amex_F24_emotional,emotional,PASS,amex,amex,True,fraudulent,fraudulent,True,F24,F24,True,0.95,"Category: The cardholder explicitly states they did not make the charge, indicating a claim of unauthorized use of their card, which falls under fraudulent transactions. | Code: The dispute description indicates that the user is questioning a charge they did not authorize, which directly aligns with the reason code F24: No Cardholder Authorization. This code is specifically for cases where a transaction was made without the cardholder's consent, making it the most appropriate choice for this situation.",WHY is there a charge I DIDN'T MAKE? FIX THIS NOW! (Network: Amex)
gen_amex_C31_narrative,narrative,PASS,amex,amex,True,product_unacceptable,product_unacceptable,True,C31,C31,True,0.95,"Category: The customer received a product that did not match the description provided on the website, indicating that the product was not as expected or described. | Code: The customer received a product that did not match the description provided on the website, which directly aligns with the reason code C31: Goods/Services Not as Described. The customer's disappointment and embarrassment stem from the discrepancy between their expectations and the actual product received.","Hello, I hope this message finds you well. I recently ordered a product using my Amex card, and to my surprise, it was not what I expected at all. I had a long day at work, and I was really looking forward to receiving this item. I even told my friends about it, and now I feel quite embarrassed. The description on the website was completely different from what I received. I would appreciate your assistance in resolving this matter. Thank you for your understanding. (Network: Amex)"
gen_amex_C31_emotional,emotional,PASS,amex,amex,True,product_unacceptable,product_unacceptable,True,C31,C31,True,0.95,"Category: The customer is expressing dissatisfaction with the product received, stating it is nothing like what they ordered, which indicates that the product is not as described. | Code: The customer states that the product is 'NOTHING like what I ordered', indicating that the goods received do not match the description or expectations set at the time of purchase. This aligns closely with the reason code C31, which specifically addresses situations where goods or services are not as described.",THIS IS UNACCEPTABLE! The product is NOTHING like what I ordered. FIX THIS NOW! (Network: Amex)
gen_amex_F24_ambiguous,ambiguous,PASS,amex,amex,True,fraudulent,unrecognized,False,F24,F24,True,0.9,"Category: The cardholder is questioning an entry on their statement that does not align with their usual spending habits, indicating they do not recognize the transaction, but they do not explicitly claim it to be fraudulent. | Code: The dispute description indicates that the user noticed an unusual entry on their statement that does not align with their usual spending habits. This suggests a lack of recognition or authorization for the charge, which aligns with the reason code F24: No Cardholder Authorization. The user is seeking clarification, which implies they did not authorize this transaction.",I noticed something unusual on my statement. It seems like there's an entry that doesn't quite fit with my usual spending habits. Could you help clarify this for me? (Network: Amex)
gen_amex_F29_narrative,narrative,FAIL,amex,amex,True,fraudulent,unrecognized,False,F29,F24,False,0.9,"Category: The cardholder does not recognize a charge on their statement and is seeking clarification, but they do not explicitly claim that the charge is fraudulent or unauthorized. | Code: The customer does not recognize the charge and mentions they haven't used their card for online purchases recently, suggesting a lack of authorization for the charge. This aligns with the reason code F24, which indicates 'No Cardholder Authorization'.","Hello Amex team, I hope you're having a good day. I was just sipping my morning coffee when I noticed a charge on my statement that I don't recognize. It's strange because I haven't used my card for any online purchases recently. I remember last week I was busy with work and didn't have time to shop. Could you please help me understand what's going on? Thank you! (Network: Amex)"
gen_amex_F10_ambiguous,ambiguous,FAIL,amex,amex,True,fraudulent,unrecognized,False,F10,F24,False,0.9,"Category: The cardholder is questioning a transaction that seems out of place and does not recognize it, but does not explicitly claim it to be fraudulent or unauthorized. | Code: The dispute description indicates that the user does not recognize a transaction, suggesting a lack of authorization for that charge. The code F24 (No Cardholder Authorization) fits best as it directly relates to situations where a cardholder disputes a charge they did not authorize.","I was reviewing my recent transactions and noticed something that doesn't quite add up. It's like a puzzle piece that doesn't fit. I remember all my purchases, but this one seems out of place. Could you help me understand what's going on? (Network: Amex)"
gen_amex_F29_emotional,emotional,FAIL,amex,amex,True,fraudulent,fraudulent,True,F29,F24,False,0.95,"Category: The cardholder explicitly states they did not buy the item and expresses frustration, indicating a claim of unauthorized transaction, which fits the fraudulent category. | Code: The dispute description indicates that the cardholder did not authorize the transaction, which aligns with the reason code F24: No Cardholder Authorization. This code is appropriate as the user explicitly states they did not make the purchase.",WHAT THE HECK AMEX?! I DIDN'T BUY THIS! FIX IT NOW OR ELSE! (Network: Amex)
gen_amex_C31_ambiguous,ambiguous,PASS,amex,amex,True,product_unacceptable,product_unacceptable,True,C31,C31,True,0.95,"Category: The cardholder expresses disappointment with the item received, indicating it does not meet their expectations, which aligns with the category of 'product unacceptable'. | Code: The customer expresses disappointment that the item does not match their expectations, indicating that it was not as described. This aligns closely with reason code C31, which addresses goods or services that do not meet the description provided at the time of purchase.","I was really looking forward to using the item I got, but it seems like it doesn't quite match up with what I had in mind. It's a bit of a letdown, considering how much I anticipated its arrival. Could we discuss this further? (Network: Amex)"
gen_amex_F29_ambiguous,ambiguous,FAIL,amex,amex,True,fraudulent,unrecognized,False,F29,F24,False,0.9,"Category: The cardholder is questioning a charge on their statement that they do not recognize, but they have not explicitly claimed it to be fraudulent or unauthorized. | Code: The dispute description indicates that the user noticed a charge that seems unusual and does not fit with their typical spending habits. This suggests a lack of recognition or authorization for the charge, which aligns with the reason code F24: No Cardholder Authorization. The user is questioning the legitimacy of the charge, implying that they did not authorize it.","I noticed something odd on my statement. It seems like there's a charge that doesn't quite fit with my usual spending. I haven't been shopping much lately, especially not from home. Could you look into this for me? (Network: Amex)"
gen_amex_F24_narrative,narrative,PASS,amex,amex,True,fraudulent,fraudulent,True,F24,F24,True,0.98,"Category: The cardholder is questioning a charge from a store they have never heard of and did not authorize, indicating a potential case of fraud. | Code: The dispute description indicates that the cardholder did not authorize the charge from a store they have never visited, suggesting that the transaction was made without their consent. This aligns closely with the reason code F24, which specifically addresses situations where there is no cardholder authorization for a transaction.","Hello, I hope this message finds you well. I was just going through my credit card statement while sipping my morning coffee, and I noticed something odd. There's a charge from a store I've never even heard of, let alone visited. It's quite puzzling because I always keep track of my expenses. I remember last Tuesday, I was at home all day, catching up on some reading and didn't even step out. Could you please help me understand how this charge appeared? Thank you so much for your assistance. (Network: Amex)"
gen_amex_F30_emotional,emotional,FAIL,amex,amex,True,fraudulent,fraudulent,True,F30,F24,False,0.95,"Category: The cardholder explicitly states they did not make the charge, indicating a claim of unauthorized use of their card, which falls under the fraudulent category. | Code: The dispute description indicates that the user is questioning a charge they did not authorize, which aligns with the reason code F24: No Cardholder Authorization. This code is specifically applicable in cases of fraudulent charges where the cardholder did not give permission for the transaction.",WHY is there a charge I DIDN'T make?! FIX THIS NOW! (Network: Amex)
